"t","inc05","prev","LLIN","sleeping_scenario"
35,0.00185437228160354,0.486056173137977,"Pyrethroid-only","Observed data (100%) on population in bed at night"
36,0.00170330331858582,0.484661162904233,"Pyrethroid-only","Observed data (100%) on population in bed at night"
37,0.0015609952628027,0.483164273020062,"Pyrethroid-only","Observed data (100%) on population in bed at night"
38,0.0014276196742007,0.481572324305512,"Pyrethroid-only","Observed data (100%) on population in bed at night"
39,0.00130316920083539,0.479892134429183,"Pyrethroid-only","Observed data (100%) on population in bed at night"
40,0.00118749972835828,0.478130417972339,"Pyrethroid-only","Observed data (100%) on population in bed at night"
41,0.00108036460992994,0.476293712847148,"Pyrethroid-only","Observed data (100%) on population in bed at night"
42,0.000981442384178549,0.474388327398094,"Pyrethroid-only","Observed data (100%) on population in bed at night"
43,0.000890359130347282,0.472420303699075,"Pyrethroid-only","Observed data (100%) on population in bed at night"
44,0.000806706402583966,0.470395393492969,"Pyrethroid-only","Observed data (100%) on population in bed at night"
45,0.000730055518992984,0.468319043963817,"Pyrethroid-only","Observed data (100%) on population in bed at night"
46,0.000659968845936916,0.466196391108448,"Pyrethroid-only","Observed data (100%) on population in bed at night"
47,0.000596008609087716,0.46403225895159,"Pyrethroid-only","Observed data (100%) on population in bed at night"
48,0.000537743671839584,0.461831163193493,"Pyrethroid-only","Observed data (100%) on population in bed at night"
49,0.000484754649175649,0.459597318187181,"Pyrethroid-only","Observed data (100%) on population in bed at night"
50,0.000436637663520782,0.457334646368024,"Pyrethroid-only","Observed data (100%) on population in bed at night"
51,0.000393006997297429,0.455046789432863,"Pyrethroid-only","Observed data (100%) on population in bed at night"
52,0.000353496855475526,0.452737120719813,"Pyrethroid-only","Observed data (100%) on population in bed at night"
53,0.000317762416225397,0.450408758354619,"Pyrethroid-only","Observed data (100%) on population in bed at night"
54,0.000285480315369078,0.448064578821526,"Pyrethroid-only","Observed data (100%) on population in bed at night"
55,0.000256348688838536,0.445707230683284,"Pyrethroid-only","Observed data (100%) on population in bed at night"
56,0.000230086872819847,0.443339148267398,"Pyrethroid-only","Observed data (100%) on population in bed at night"
57,0.000206434844718085,0.440962565116326,"Pyrethroid-only","Observed data (100%) on population in bed at night"
58,0.000185152450364123,0.43857952711218,"Pyrethroid-only","Observed data (100%) on population in bed at night"
59,0.000166018427813452,0.436191905110681,"Pyrethroid-only","Observed data (100%) on population in bed at night"
60,0.000148829457147015,0.433801407033109,"Pyrethroid-only","Observed data (100%) on population in bed at night"
61,0.000133399225931702,0.431409589497135,"Pyrethroid-only","Observed data (100%) on population in bed at night"
62,0.000119557717097714,0.429017868980896,"Pyrethroid-only","Observed data (100%) on population in bed at night"
63,0.000107170808718207,0.42662753933959,"Pyrethroid-only","Observed data (100%) on population in bed at night"
64,9.61686805117796e-05,0.424239824313064,"Pyrethroid-only","Observed data (100%) on population in bed at night"
65,8.6500989392417e-05,0.421855920529408,"Pyrethroid-only","Observed data (100%) on population in bed at night"
66,7.8114604454585e-05,0.419477001546393,"Pyrethroid-only","Observed data (100%) on population in bed at night"
67,7.09517810548631e-05,0.417104211883572,"Pyrethroid-only","Observed data (100%) on population in bed at night"
68,6.49520391116924e-05,0.414738661361961,"Pyrethroid-only","Observed data (100%) on population in bed at night"
69,6.00543486988961e-05,0.412381421440495,"Pyrethroid-only","Observed data (100%) on population in bed at night"
70,5.61989256703267e-05,0.410033523619544,"Pyrethroid-only","Observed data (100%) on population in bed at night"
71,5.33283864619803e-05,0.407695959405542,"Pyrethroid-only","Observed data (100%) on population in bed at night"
72,5.13882678817125e-05,0.405369681215228,"Pyrethroid-only","Observed data (100%) on population in bed at night"
73,5.03269874768072e-05,0.403055603606344,"Pyrethroid-only","Observed data (100%) on population in bed at night"
74,5.00954479826969e-05,0.400754604342459,"Pyrethroid-only","Observed data (100%) on population in bed at night"
75,5.06464477594708e-05,0.39846752496516,"Pyrethroid-only","Observed data (100%) on population in bed at night"
76,5.19340349132291e-05,0.39619517071639,"Pyrethroid-only","Observed data (100%) on population in bed at night"
77,5.39128840237515e-05,0.393938309778994,"Pyrethroid-only","Observed data (100%) on population in bed at night"
78,5.65378422227614e-05,0.391697671914154,"Pyrethroid-only","Observed data (100%) on population in bed at night"
79,5.97635208149562e-05,0.389473946594019,"Pyrethroid-only","Observed data (100%) on population in bed at night"
80,6.3544053529884e-05,0.387267780782094,"Pyrethroid-only","Observed data (100%) on population in bed at night"
81,6.78329310602811e-05,0.385079776453204,"Pyrethroid-only","Observed data (100%) on population in bed at night"
82,7.25829255695082e-05,0.382910487982894,"Pyrethroid-only","Observed data (100%) on population in bed at night"
83,7.77460490399022e-05,0.380760419489795,"Pyrethroid-only","Observed data (100%) on population in bed at night"
84,8.32736685613579e-05,0.378630022225005,"Pyrethroid-only","Observed data (100%) on population in bed at night"
85,8.91165208272869e-05,0.37651969207259,"Pyrethroid-only","Observed data (100%) on population in bed at night"
86,9.52248346600678e-05,0.374429767172741,"Pyrethroid-only","Observed data (100%) on population in bed at night"
87,0.000101548452787681,0.372360525757594,"Pyrethroid-only","Observed data (100%) on population in bed at night"
88,0.000108036945478386,0.370312184175619,"Pyrethroid-only","Observed data (100%) on population in bed at night"
89,0.000114639744796642,0.36828489516627,"Pyrethroid-only","Observed data (100%) on population in bed at night"
90,0.000121306302798291,0.366278746377809,"Pyrethroid-only","Observed data (100%) on population in bed at night"
91,0.000127986194733723,0.364293759149473,"Pyrethroid-only","Observed data (100%) on population in bed at night"
92,0.000134629285850946,0.362329887573067,"Pyrethroid-only","Observed data (100%) on population in bed at night"
93,0.00014118586983455,0.360387017831039,"Pyrethroid-only","Observed data (100%) on population in bed at night"
94,0.000147606802691617,0.358464967821218,"Pyrethroid-only","Observed data (100%) on population in bed at night"
95,0.000153843647979841,0.356563487077974,"Pyrethroid-only","Observed data (100%) on population in bed at night"
96,0.00015984881696776,0.354682256983526,"Pyrethroid-only","Observed data (100%) on population in bed at night"
97,0.000165575717153228,0.352820891271252,"Pyrethroid-only","Observed data (100%) on population in bed at night"
98,0.000170978891065465,0.350978936825769,"Pyrethroid-only","Observed data (100%) on population in bed at night"
99,0.000176014161681454,0.349155874771373,"Pyrethroid-only","Observed data (100%) on population in bed at night"
100,0.000180638782243337,0.347351121857671,"Pyrethroid-only","Observed data (100%) on population in bed at night"
101,0.000184811580107076,0.345564032129541,"Pyrethroid-only","Observed data (100%) on population in bed at night"
102,0.000188493100146706,0.343793898878305,"Pyrethroid-only","Observed data (100%) on population in bed at night"
103,0.000191645743650193,0.342039956858455,"Pyrethroid-only","Observed data (100%) on population in bed at night"
104,0.000194233898710905,0.340301384756443,"Pyrethroid-only","Observed data (100%) on population in bed at night"
105,0.000196224065903074,0.338577307897459,"Pyrethroid-only","Observed data (100%) on population in bed at night"
106,0.000197584975119369,0.336866801170009,"Pyrethroid-only","Observed data (100%) on population in bed at night"
107,0.000198287699478773,0.335168892150198,"Pyrethroid-only","Observed data (100%) on population in bed at night"
108,0.00019830575028301,0.333482564403973,"Pyrethroid-only","Observed data (100%) on population in bed at night"
109,0.000197615156869045,0.331806760939058,"Pyrethroid-only","Observed data (100%) on population in bed at night"
110,0.000196194541224,0.330140387779603,"Pyrethroid-only","Observed data (100%) on population in bed at night"
111,0.000194025150711368,0.328482317624007,"Pyrethroid-only","Observed data (100%) on population in bed at night"
112,0.000191090872399879,0.326831393540739,"Pyrethroid-only","Observed data (100%) on population in bed at night"
113,0.000187378191150616,0.325186432636179,"Pyrethroid-only","Observed data (100%) on population in bed at night"
114,0.000182876070878861,0.32354622960063,"Pyrethroid-only","Observed data (100%) on population in bed at night"
115,0.000177575701530621,0.321909559976662,"Pyrethroid-only","Observed data (100%) on population in bed at night"
116,0.000171469969444945,0.320275182860891,"Pyrethroid-only","Observed data (100%) on population in bed at night"
117,0.000164552192644795,0.31864184236981,"Pyrethroid-only","Observed data (100%) on population in bed at night"
118,0.000156839578775536,0.317008274814723,"Pyrethroid-only","Observed data (100%) on population in bed at night"
119,0.000148509228710091,0.315373340591938,"Pyrethroid-only","Observed data (100%) on population in bed at night"
120,0.000139818131469228,0.313736235356246,"Pyrethroid-only","Observed data (100%) on population in bed at night"
121,0.000130989858093296,0.312096509451299,"Pyrethroid-only","Observed data (100%) on population in bed at night"
122,0.000122200264749685,0.310454006371861,"Pyrethroid-only","Observed data (100%) on population in bed at night"
123,0.000113583011430844,0.308808798403566,"Pyrethroid-only","Observed data (100%) on population in bed at night"
124,0.000105237004251533,0.307161131696533,"Pyrethroid-only","Observed data (100%) on population in bed at night"
125,9.72330375299724e-05,0.305511381161234,"Pyrethroid-only","Observed data (100%) on population in bed at night"
126,8.96193679261152e-05,0.303860013875248,"Pyrethroid-only","Observed data (100%) on population in bed at night"
127,8.24263294441941e-05,0.302207559620388,"Pyrethroid-only","Observed data (100%) on population in bed at night"
128,7.56701349549417e-05,0.300554587341669,"Pyrethroid-only","Observed data (100%) on population in bed at night"
129,6.93559961140628e-05,0.298901686504641,"Pyrethroid-only","Observed data (100%) on population in bed at night"
130,6.34806743692645e-05,0.297249452490899,"Pyrethroid-only","Observed data (100%) on population in bed at night"
131,5.80345581110284e-05,0.295598475311041,"Pyrethroid-only","Observed data (100%) on population in bed at night"
132,5.30033458388662e-05,0.293949331032212,"Pyrethroid-only","Observed data (100%) on population in bed at night"
133,4.83694022748768e-05,0.292302575417284,"Pyrethroid-only","Observed data (100%) on population in bed at night"
134,4.41128441329329e-05,0.290658739356841,"Pyrethroid-only","Observed data (100%) on population in bed at night"
135,4.02124022077601e-05,0.289018325745412,"Pyrethroid-only","Observed data (100%) on population in bed at night"
136,3.66460999391368e-05,0.287381807513576,"Pyrethroid-only","Observed data (100%) on population in bed at night"
137,3.33917806547853e-05,0.285749626576787,"Pyrethroid-only","Observed data (100%) on population in bed at night"
138,3.04275120186052e-05,0.284122193503696,"Pyrethroid-only","Observed data (100%) on population in bed at night"
139,2.77318894741315e-05,0.28249988774245,"Pyrethroid-only","Observed data (100%) on population in bed at night"
140,2.52842586454459e-05,0.280883058271149,"Pyrethroid-only","Observed data (100%) on population in bed at night"
141,2.30648721983564e-05,0.279272024565426,"Pyrethroid-only","Observed data (100%) on population in bed at night"
142,2.10549948686165e-05,0.277667077794146,"Pyrethroid-only","Observed data (100%) on population in bed at night"
143,1.92369672887877e-05,0.276068482171595,"Pyrethroid-only","Observed data (100%) on population in bed at night"
144,1.75942342027859e-05,0.274476476413638,"Pyrethroid-only","Observed data (100%) on population in bed at night"
145,1.61113515792565e-05,0.272891275245158,"Pyrethroid-only","Observed data (100%) on population in bed at night"
146,1.47739723765138e-05,0.271313070927885,"Pyrethroid-only","Observed data (100%) on population in bed at night"
147,1.3568815796574e-05,0.269742034782012,"Pyrethroid-only","Observed data (100%) on population in bed at night"
148,1.24836309940297e-05,0.268178318676755,"Pyrethroid-only","Observed data (100%) on population in bed at night"
149,1.15071483749493e-05,0.266622056475262,"Pyrethroid-only","Observed data (100%) on population in bed at night"
150,1.06290285441975e-05,0.265073365425465,"Pyrethroid-only","Observed data (100%) on population in bed at night"
151,9.83980560955962e-06,0.263532347482885,"Pyrethroid-only","Observed data (100%) on population in bed at night"
152,9.1308378450971e-06,0.261999090561997,"Pyrethroid-only","Observed data (100%) on population in bed at night"
153,8.49424636782522e-06,0.260473669722894,"Pyrethroid-only","Observed data (100%) on population in bed at night"
154,7.92285976097615e-06,0.258956148278316,"Pyrethroid-only","Observed data (100%) on population in bed at night"
155,7.41016409542675e-06,0.257446578823606,"Pyrethroid-only","Observed data (100%) on population in bed at night"
156,6.9502488785759e-06,0.255945004193362,"Pyrethroid-only","Observed data (100%) on population in bed at night"
157,6.5377694744987e-06,0.254451458367709,"Pyrethroid-only","Observed data (100%) on population in bed at night"
158,6.16813722417506e-06,0.252965967323514,"Pyrethroid-only","Observed data (100%) on population in bed at night"
159,5.87005085173682e-06,0.251488566644291,"Pyrethroid-only","Observed data (100%) on population in bed at night"
160,5.76888604789834e-06,0.250019425621124,"Pyrethroid-only","Observed data (100%) on population in bed at night"
161,6.01542715739945e-06,0.248558962471024,"Pyrethroid-only","Observed data (100%) on population in bed at night"
162,6.75946686013828e-06,0.247107854369582,"Pyrethroid-only","Observed data (100%) on population in bed at night"
163,8.17599649002019e-06,0.245667057387527,"Pyrethroid-only","Observed data (100%) on population in bed at night"
164,1.04969562159291e-05,0.244237880241828,"Pyrethroid-only","Observed data (100%) on population in bed at night"
165,1.40330575156179e-05,0.242822106358236,"Pyrethroid-only","Observed data (100%) on population in bed at night"
166,1.91817584836899e-05,0.241422142738168,"Pyrethroid-only","Observed data (100%) on population in bed at night"
167,2.64187650834238e-05,0.240041169795191,"Pyrethroid-only","Observed data (100%) on population in bed at night"
168,3.62744670195945e-05,0.238683263067702,"Pyrethroid-only","Observed data (100%) on population in bed at night"
169,4.92975416909893e-05,0.237353461525031,"Pyrethroid-only","Observed data (100%) on population in bed at night"
170,6.60121888000872e-05,0.236057763014782,"Pyrethroid-only","Observed data (100%) on population in bed at night"
171,8.68792763227218e-05,0.234803043321336,"Pyrethroid-only","Observed data (100%) on population in bed at night"
172,0.000112268995241295,0.233596911461924,"Pyrethroid-only","Observed data (100%) on population in bed at night"
173,0.000142448870120634,0.232447524742848,"Pyrethroid-only","Observed data (100%) on population in bed at night"
174,0.000177585239467578,0.231363389621966,"Pyrethroid-only","Observed data (100%) on population in bed at night"
175,0.000217754090896887,0.230353169219212,"Pyrethroid-only","Observed data (100%) on population in bed at night"
176,0.000262956542750826,0.229425510405516,"Pyrethroid-only","Observed data (100%) on population in bed at night"
177,0.000313135202288921,0.22858889645079,"Pyrethroid-only","Observed data (100%) on population in bed at night"
178,0.000368189273202292,0.227851525726056,"Pyrethroid-only","Observed data (100%) on population in bed at night"
179,0.000427987279571558,0.227221214505387,"Pyrethroid-only","Observed data (100%) on population in bed at night"
180,0.000492377690599911,0.226705320815788,"Pyrethroid-only","Observed data (100%) on population in bed at night"
181,0.000561196894400436,0.226310686015483,"Pyrethroid-only","Observed data (100%) on population in bed at night"
182,0.000634274987882818,0.226043590979998,"Pyrethroid-only","Observed data (100%) on population in bed at night"
183,0.000711439949367244,0.225909724193865,"Pyrethroid-only","Observed data (100%) on population in bed at night"
184,0.000792520664205231,0.225914159879112,"Pyrethroid-only","Observed data (100%) on population in bed at night"
185,0.000877348256809802,0.226061344364575,"Pyrethroid-only","Observed data (100%) on population in bed at night"
186,0.000965757454408269,0.226355089534151,"Pyrethroid-only","Observed data (100%) on population in bed at night"
187,0.00105758661165516,0.22679857248216,"Pyrethroid-only","Observed data (100%) on population in bed at night"
188,0.00115267786022683,0.227394340452633,"Pyrethroid-only","Observed data (100%) on population in bed at night"
189,0.00125087682564949,0.228144320697257,"Pyrethroid-only","Observed data (100%) on population in bed at night"
190,0.00135203198977256,0.229049834537715,"Pyrethroid-only","Observed data (100%) on population in bed at night"
191,0.00145599439628367,0.230111615176641,"Pyrethroid-only","Observed data (100%) on population in bed at night"
192,0.00156261676517556,0.231329828730722,"Pyrethroid-only","Observed data (100%) on population in bed at night"
193,0.0016717532493971,0.23270409799301,"Pyrethroid-only","Observed data (100%) on population in bed at night"
194,0.00178325853661518,0.23423352831764,"Pyrethroid-only","Observed data (100%) on population in bed at night"
195,0.0018969880976783,0.235916735392984,"Pyrethroid-only","Observed data (100%) on population in bed at night"
196,0.00201279821126936,0.237751875067911,"Pyrethroid-only","Observed data (100%) on population in bed at night"
197,0.00213054641218281,0.239736674615879,"Pyrethroid-only","Observed data (100%) on population in bed at night"
198,0.0022500923622694,0.241868465399667,"Pyrethroid-only","Observed data (100%) on population in bed at night"
199,0.00237129863261512,0.244144216569536,"Pyrethroid-only","Observed data (100%) on population in bed at night"
200,0.00249403258702437,0.246560569947576,"Pyrethroid-only","Observed data (100%) on population in bed at night"
201,0.0026181686797718,0.249113876594212,"Pyrethroid-only","Observed data (100%) on population in bed at night"
202,0.00274359140769313,0.25180023540161,"Pyrethroid-only","Observed data (100%) on population in bed at night"
203,0.00287019936407332,0.25461553446368,"Pyrethroid-only","Observed data (100%) on population in bed at night"
204,0.0029979093647999,0.257555495522824,"Pyrethroid-only","Observed data (100%) on population in bed at night"
205,0.00312666072254737,0.260615721261082,"Pyrethroid-only","Observed data (100%) on population in bed at night"
206,0.00325641978763269,0.263791745029483,"Pyrethroid-only","Observed data (100%) on population in bed at night"
207,0.00338718326355842,0.267079081895195,"Pyrethroid-only","Observed data (100%) on population in bed at night"
208,0.00351898068720099,0.270473279439831,"Pyrethroid-only","Observed data (100%) on population in bed at night"
209,0.00365187562055062,0.27396996648188,"Pyrethroid-only","Observed data (100%) on population in bed at night"
210,0.00378596560431146,0.277564897982947,"Pyrethroid-only","Observed data (100%) on population in bed at night"
211,0.00392138026807372,0.281253994342231,"Pyrethroid-only","Observed data (100%) on population in bed at night"
212,0.00405827831478555,0.285033373198108,"Pyrethroid-only","Observed data (100%) on population in bed at night"
213,0.00419684318566093,0.288899373326378,"Pyrethroid-only","Observed data (100%) on population in bed at night"
214,0.00433727694519133,0.292848568687401,"Pyrethroid-only","Observed data (100%) on population in bed at night"
215,0.00447979408033184,0.296877772621508,"Pyrethroid-only","Observed data (100%) on population in bed at night"
216,0.00462461353289958,0.300984032150723,"Pyrethroid-only","Observed data (100%) on population in bed at night"
217,0.00477195124890329,0.305164612348723,"Pyrethroid-only","Observed data (100%) on population in bed at night"
218,0.0049220115337559,0.309416971854999,"Pyrethroid-only","Observed data (100%) on population in bed at night"
219,0.00507497967888424,0.313738730441189,"Pyrethroid-only","Observed data (100%) on population in bed at night"
220,0.00523101390109934,0.318127630213644,"Pyrethroid-only","Observed data (100%) on population in bed at night"
221,0.00539023908061539,0.32258149223225,"Pyrethroid-only","Observed data (100%) on population in bed at night"
222,0.00555274090261254,0.327098170359222,"Pyrethroid-only","Observed data (100%) on population in bed at night"
223,0.00571856146725755,0.331675504648261,"Pyrethroid-only","Observed data (100%) on population in bed at night"
224,0.00588769671605682,0.336311276164332,"Pyrethroid-only","Observed data (100%) on population in bed at night"
225,0.0060600945833075,0.341003165261689,"Pyrethroid-only","Observed data (100%) on population in bed at night"
226,0.00623565537202156,0.345748715013901,"Pyrethroid-only","Observed data (100%) on population in bed at night"
227,0.00641423329871502,0.350545301044374,"Pyrethroid-only","Observed data (100%) on population in bed at night"
228,0.00659563894643402,0.355390108945097,"Pyrethroid-only","Observed data (100%) on population in bed at night"
229,0.00677964335288215,0.360280119759297,"Pyrethroid-only","Observed data (100%) on population in bed at night"
230,0.00696598247537046,0.365212103605052,"Pyrethroid-only","Observed data (100%) on population in bed at night"
231,0.00715436199746642,0.370182621226449,"Pyrethroid-only","Observed data (100%) on population in bed at night"
232,0.00734446268063577,0.375188032763767,"Pyrethroid-only","Observed data (100%) on population in bed at night"
233,0.00753594554970397,0.380224512735289,"Pyrethroid-only","Observed data (100%) on population in bed at night"
234,0.00772845645159213,0.385288070114295,"Pyrethroid-only","Observed data (100%) on population in bed at night"
235,0.00792163046007801,0.390374572214871,"Pyrethroid-only","Observed data (100%) on population in bed at night"
236,0.00811509573248252,0.395479771040166,"Pyrethroid-only","Observed data (100%) on population in bed at night"
237,0.00830847655762819,0.400599330836766,"Pyrethroid-only","Observed data (100%) on population in bed at night"
238,0.0085013956724879,0.405728855763452,"Pyrethroid-only","Observed data (100%) on population in bed at night"
239,0.00869347627413328,0.410863916693494,"Pyrethroid-only","Observed data (100%) on population in bed at night"
240,0.00888434346322312,0.416000076399528,"Pyrethroid-only","Observed data (100%) on population in bed at night"
241,0.00907362516798927,0.421132912578756,"Pyrethroid-only","Observed data (100%) on population in bed at night"
242,0.00926095276876456,0.426258038408067,"Pyrethroid-only","Observed data (100%) on population in bed at night"
243,0.00944596176757785,0.431371120489054,"Pyrethroid-only","Observed data (100%) on population in bed at night"
244,0.00962829234339328,0.43646789416432,"Pyrethroid-only","Observed data (100%) on population in bed at night"
245,0.00980758979684983,0.44154417632745,"Pyrethroid-only","Observed data (100%) on population in bed at night"
246,0.00998350506524573,0.446595875931535,"Pyrethroid-only","Observed data (100%) on population in bed at night"
247,0.0101556953380395,0.451619002437023,"Pyrethroid-only","Observed data (100%) on population in bed at night"
248,0.0103238248181024,0.456609672463336,"Pyrethroid-only","Observed data (100%) on population in bed at night"
249,0.0104875655544421,0.461564114910355,"Pyrethroid-only","Observed data (100%) on population in bed at night"
250,0.0106465982128145,0.466478674800933,"Pyrethroid-only","Observed data (100%) on population in bed at night"
251,0.0108006129099356,0.471349816073906,"Pyrethroid-only","Observed data (100%) on population in bed at night"
252,0.0109493100602681,0.476174123520671,"Pyrethroid-only","Observed data (100%) on population in bed at night"
253,0.0110924011965316,0.480948304026104,"Pyrethroid-only","Observed data (100%) on population in bed at night"
254,0.0112296097342111,0.485669187256694,"Pyrethroid-only","Observed data (100%) on population in bed at night"
255,0.0113606716568546,0.490333725908361,"Pyrethroid-only","Observed data (100%) on population in bed at night"
256,0.011485336039242,0.494938995605287,"Pyrethroid-only","Observed data (100%) on population in bed at night"
257,0.0116033655472656,0.499482194524431,"Pyrethroid-only","Observed data (100%) on population in bed at night"
258,0.0117145368630883,0.503960642808038,"Pyrethroid-only","Observed data (100%) on population in bed at night"
259,0.01181864104073,0.508371781817066,"Pyrethroid-only","Observed data (100%) on population in bed at night"
260,0.0119154838073797,0.512713173269255,"Pyrethroid-only","Observed data (100%) on population in bed at night"
261,0.0120048858264375,0.516982498303243,"Pyrethroid-only","Observed data (100%) on population in bed at night"
262,0.0120866829408111,0.521177556501227,"Pyrethroid-only","Observed data (100%) on population in bed at night"
263,0.0121607263768922,0.525296264896216,"Pyrethroid-only","Observed data (100%) on population in bed at night"
264,0.0122268829793507,0.529336656983152,"Pyrethroid-only","Observed data (100%) on population in bed at night"
265,0.0122850354638323,0.533296881745439,"Pyrethroid-only","Observed data (100%) on population in bed at night"
266,0.0123350826580019,0.537175202701071,"Pyrethroid-only","Observed data (100%) on population in bed at night"
267,0.0123769397378874,0.540969996961435,"Pyrethroid-only","Observed data (100%) on population in bed at night"
268,0.0124105384501858,0.544679754290341,"Pyrethroid-only","Observed data (100%) on population in bed at night"
269,0.0124358273087551,0.548303076143521,"Pyrethroid-only","Observed data (100%) on population in bed at night"
270,0.0124527717512814,0.551838674659446,"Pyrethroid-only","Observed data (100%) on population in bed at night"
271,0.012461354225818,0.55528537157077,"Pyrethroid-only","Observed data (100%) on population in bed at night"
272,0.012461574234271,0.558642097003529,"Pyrethroid-only","Observed data (100%) on population in bed at night"
273,0.0124534483098709,0.561907888129075,"Pyrethroid-only","Observed data (100%) on population in bed at night"
274,0.012437009894956,0.565081887632572,"Pyrethroid-only","Observed data (100%) on population in bed at night"
275,0.0124123091285941,0.568163341972483,"Pyrethroid-only","Observed data (100%) on population in bed at night"
276,0.0123794125427096,0.571151599409285,"Pyrethroid-only","Observed data (100%) on population in bed at night"
277,0.0123384026680214,0.574046107782942,"Pyrethroid-only","Observed data (100%) on population in bed at night"
278,0.012289377557432,0.576846412018597,"Pyrethroid-only","Observed data (100%) on population in bed at night"
279,0.012232450210299,0.579552151383973,"Pyrethroid-only","Observed data (100%) on population in bed at night"
280,0.0121677479674911,0.582163056479153,"Pyrethroid-only","Observed data (100%) on population in bed at night"
281,0.0120954118507673,0.584678945986504,"Pyrethroid-only","Observed data (100%) on population in bed at night"
282,0.0120155958406139,0.587099723182853,"Pyrethroid-only","Observed data (100%) on population in bed at night"
283,0.0119284661085138,0.58942537227339,"Pyrethroid-only","Observed data (100%) on population in bed at night"
284,0.0118342002370902,0.591655954530135,"Pyrethroid-only","Observed data (100%) on population in bed at night"
285,0.0117329864683359,0.593791604314802,"Pyrethroid-only","Observed data (100%) on population in bed at night"
286,0.0116250229122599,0.595832524989782,"Pyrethroid-only","Observed data (100%) on population in bed at night"
287,0.0115105167569077,0.597778984770775,"Pyrethroid-only","Observed data (100%) on population in bed at night"
288,0.0113896834689742,0.599631312554624,"Pyrethroid-only","Observed data (100%) on population in bed at night"
289,0.0112627460941274,0.601389893744818,"Pyrethroid-only","Observed data (100%) on population in bed at night"
290,0.011129934545942,0.603055166125151,"Pyrethroid-only","Observed data (100%) on population in bed at night"
291,0.0109914848524589,0.60462761581507,"Pyrethroid-only","Observed data (100%) on population in bed at night"
292,0.0108476386497307,0.6061077733365,"Pyrethroid-only","Observed data (100%) on population in bed at night"
293,0.0106986422889378,0.607496209797978,"Pyrethroid-only","Observed data (100%) on population in bed at night"
